,姓名,性别,民族,出生日期(YYYY-MM-DD),籍贯省,籍贯市,籍贯县/区,最高学历,党派信息,现状,开除党籍,查处/罢黜原因,查处/罢黜原因备注,是否复出,查处/罢黜时间,最初查处单位,是否起诉,起诉罪名,涉案金额,一审时间,审理地点（一级地区关键词）,审理地点（二级地区关键词）,一审判决,是否上诉,二审时间,二审判决
1076,杜海洋,男,汉族,11/1/1969,湖北省,宜昌市,秭归县,本科,5/1/1991,在职,,,,,,,,,,,,,,,,
1077,周森锋,男,汉族,7/1/1980,河南省,许昌市,禹州市,硕士,1/1/2000,在职,,,,,,,,,,,,,,,,
1078,朱厚伦,男,汉族,10/1/1970,湖北省,黄冈市,麻城市,博士,4/1/1992,在职,,,,,,,,,,,,,,,,
1079,钱远坤,男,汉族,10/1/1964,湖北省,,天门市（副地级）,硕士,2/1/1986,在职,,,,,,,,,,,,,,,,
1080,谭徽在,男,土家族,4/1/1954,湖北省,宜昌市,土家族自治县,硕士,6/1/1973,在职,,,,,,,,,,,,,,,,
1081,黄远志,男,汉族,12/1/1940,湖北省,荆州市,江陵县,硕士,1/1/1966,退休,,,,,,,,,,,,,,,,
1082,邓道坤,男,汉族,1/1/1944,湖北省,孝感市,大悟县,硕士,12/1/1973,退休,,,,,,,,,,,,,,,,
1083,张昌尔,男,汉族,8/1/1956,湖北省,黄石市,,博士,6/1/1976,在职,,,,,,,,,,,,,,,,
1084,宋育英,女,汉族,10/1/1948,河南省,南阳市,淅川县,专科,2/1/1970,退休,,,,,,,,,,,,,,,,
1085,潘立刚,男,汉族,1/1/1956,北京市,,,本科,12/1/1976,在职,,,,,,,,,,,,,,,,
1086,侯长安,男,汉族,2/1/1954,陕西省,榆林市,横山县,硕士,11/1/1974,在职,,,,,,,,,,,,,,,,
1087,楼阳生,男,汉族,10/1/1959,浙江省,金华市,浦江县,硕士,11/1/1981,在职,,,,,,,,,,,,,,,,
1088,周坚卫,男,汉族,3/1/1947,安徽省,铜陵市,,本科,1/1/1973,退休,,,,,,,,,,,,,,,,
1089,王晓东(江西省),男,汉族,1/1/1960,江西省,赣州市,信丰县,硕士,1/1/1983,在职,,,,,,,,,,,,,,,,
1090,张岱梨,女,汉族,12/1/1954,山东省,菏泽市,成武县,硕士,1/1/1974,在职,,,,,,,,,,,,,,,,
1091,苏晓云,男,土家族,4/1/1951,湖北省,恩施土家族苗族自治州,宣恩县,硕士,11/1/1973,在职,,,,,,,,,,,,,,,,
1092,王振有,男,汉族,10/1/1954,辽宁省,鞍山市,,博士,9/1/1978,在职,,,,,,,,,,,,,,,,
1093,王海涛,男,汉族,9/1/1962,湖北省,荆门市,,硕士,5/1/1984,在职,,,,,,,,,,,,,,,,
1094,袁良宽,男,汉族,8/1/1947,湖北省,荆门市,洪湖市,不详,3/1/1973,退休,,,,,,,,,,,,,,,,
1095,毛致用,男,汉族,11/1/1929,湖南省,岳阳市,,初中,12/1/1952,退休,,,,,,,,,,,,,,,,
1096,孙文盛,男,汉族,2/1/1942,山东省,威海市,,本科,2/1/1966,退休,,,,,,,,,,,,,,,,
1097,胡富国,男,汉族,10/1/1937,山西省,长治市,,硕士,12/1/1959,退休,,,,,,,,,,,,,,,,
1098,杨汝岱,男,汉族,12/1/1926,四川省,眉山市,仁寿县,高中,8/1/1952,退休,,,,,,,,,,,,,,,,
1099,吴亦侠,男,汉族,3/1/1943,吉林省,吉林市,,本科,12/1/1965,退休,,,,,,,,,,,,,,,,
1100,成克杰,男,壮族,11/1/1933,广西壮族自治区,南宁市,上林县,本科,2/1/1954,立案查处,是,贪污腐败,,否,8/1/1999,中纪委,是,受贿罪,人民币4109万余,7/31/2000,北京市,,死刑,是,8/22/2000,维持原判
1101,孙同川,男,汉族,7/1/1940,河南省,漯河市,舞阳县,本科,3/1/1970,退休,,,,,,,,,,,,,,,,
1102,邢崇智,男,汉族,8/1/1927,河北省,邯郸市,涉县,初中,4/1/1943,退休,,,,,,,,,,,,,,,,
1103,程维高,男,汉族,9/1/1933,江苏省,苏州市,,专科,12/1/1950,立案查处,是,违纪,,否,8/1/2003,中纪委,否,,,,,,,,,
1104,关广富,男,满族,12/1/1931,黑龙江省,牡丹江市,穆棱市,本科,7/1/1948,退休,,,,,,,,,,,,,,,,
1105,杨正午,男,土家族,1/1/1941,湖南省,湘西土家族苗族自治州,龙山县,专科,8/1/1969,退休,,,,,,,,,,,,,,,,
1106,叶连松,男,汉族,3/1/1935,山东省,烟台市,莱阳市,本科,12/1/1958,退休,,,,,,,,,,,,,,,,
1107,何竹康,男,汉族,2/1/1932,江苏省,南通市,启东市,本科,4/1/1947,退休,,,,,,,,,,,,,,,,
1108,陈明义,男,汉族,8/1/1940,福建省,福州市,,硕士,1/1/1960,退休,,,,,,,,,,,,,,,,
1109,李子奇,男,汉族,9/1/1923,陕西省,榆林市,神木县,专科,2/1/1937,退休,,,,,,,,,,,,,,,,
1110,白恩培,男,汉族,9/1/1946,陕西省,榆林市,清涧县,本科,6/1/1973,立案查处,是,贪污腐败,,否,8/29/2014,中纪委,,,,,,,,,,
1111,郭树言,男,汉族,10/1/1935,河南省,南阳市,镇平县,本科,3/1/1957,退休,,,,,,,,,,,,,,,,
1112,王森浩,男,汉族,1/1/1933,浙江省,宁波市,慈溪市,本科,11/1/1955,退休,,,,,,,,,,,,,,,,
1113,孙英,男,汉族,11/1/1936,天津市,宝坻区,,本科,12/1/1956,退休,,,,,,,,,,,,,,,,
1114,邓鸿勋,男,汉族,1/1/1931,江苏省,无锡市,,本科,12/1/1947,退休,,,,,,,,,,,,,,,,
1115,刘剑峰,男,汉族,6/1/1936,天津市,宁河县,,本科,5/1/1956,退休,,,,,,,,,,,,,,,,
1116,马忠臣,男,汉族,9/1/1936,山东省,泰安市,,专科,1/1/1956,退休,,,,,,,,,,,,,,,,
1117,多吉才让,男,藏族,11/1/1939,甘肃省,甘南藏族自治州,夏河县,高中,10/1/1960,退休,,,,,,,,,,,,,,,,
1118,张吾乐,男,汉族,4/1/1937,河北省,保定市,安新县,本科,1/1/1982,退休,,,,,,,,,,,,,,,,
1119,陈焕友,男,汉族,1/1/1934,江苏省,南通市,,本科,4/1/1954,退休,,,,,,,,,,,,,,,,
1120,李其炎,男,汉族,10/1/1938,山东省,德州市,,本科,11/1/1961,退休,,,,,,,,,,,,,,,,
1121,阮崇武,男,汉族,5/1/1933,河北省,张家口市,怀安县,本科,6/1/1952,退休,,,,,,,,,,,,,,,,
1122,肖秧,男,汉族,7/1/1929,四川省,南充市,阆中市,本科,10/1/1947,退休,,,,,,,,,,,,,,,,
1123,沈达人,男,汉族,6/1/1928,江苏省,苏州市,吴县,高中,9/1/1954,退休,,,,,,,,,,,,,,,,
1124,宋汉良,男,汉族,1/1/1934,浙江省,绍兴市,,专科,6/1/1960,退休,,,,,,,,,,,,,,,,
1125,孙维本,男,汉族,11/1/1928,辽宁省,营口市,,高中,10/1/1947,退休,,,,,,,,,,,,,,,,
1126,尹克升,男,汉族,3/1/1932,北京市,通州区,,本科,6/1/1953,退休,,,,,,,,,,,,,,,,
1127,王群(湖北省),男,汉族,9/1/1926,湖北省,武汉市,新洲区,高中,8/1/1944,退休,,,,,,,,,,,,,,,,
1128,陈辉光,男,汉族,11/1/1938,广西壮族自治区,玉林市,,本科,12/1/1965,退休,,,,,,,,,,,,,,,,
1129,林若,男,汉族,10/1/1924,广东省,潮州市,潮安区,本科,5/1/1945,退休,,,,,,,,,,,,,,,,
1130,顾金池,男,汉族,2/1/1932,河北省,保定市,雄县,高中,10/1/1949,退休,,,,,,,,,,,,,,,,
1131,江村罗布,男,藏族,8/1/1932,四川省,甘孜藏族自治州,巴塘县,专科,5/1/1956,退休,,,,,,,,,,,,,,,,
1132,沈祖伦,男,汉族,3/1/1931,浙江省,宁波市,,高中,4/1/1948,退休,,,,,,,,,,,,,,,,
1133,刘志忠,男,汉族,5/1/1942,广东省,汕头市,,本科,9/1/1965,退休,,,,,,,,,,,,,,,,
1134,许士杰,男,汉族,12/1/1920,广东省,汕头市,澄海区,高中,11/1/1938,退休,,,,,,,,,,,,,,,,
1135,邵奇惠,男,汉族,6/1/1934,江苏省,无锡市,宜兴市,专科,10/1/1953,退休,,,,,,,,,,,,,,,,
1136,李锡铭,男,汉族,2/1/1926,河北省,石家庄市,辛集市,本科,3/1/1948,退休,,,,,,,,,,,,,,,,
1137,侯宗宾,男,汉族,1/1/1929,河北省,邢台市,南和县,高中,6/1/1946,退休,,,,,,,,,,,,,,,,
1138,高严,男,汉族,12/1/1942,吉林省,长春市,榆树市,硕士,6/1/1965,立案查处,是,贪污腐败,目前在逃,否,9/1/2002,,,,,,,,,,,
1139,杨析综,男,汉族,9/1/1928,四川省,成都市,大邑县,本科,9/1/1952,退休,,,,,,,,,,,,,,,,
1140,蒲海清,男,汉族,12/1/1941,四川省,南充市,南部县,本科,11/1/1973,退休,,,,,,,,,,,,,,,,
1141,郑斯林,男,汉族,5/1/1940,江苏省,苏州市,吴县,本科,11/1/1965,退休,,,,,,,,,,,,,,,,
1142,张德邻,男,汉族,8/1/1939,北京市,,,本科,6/1/1964,退休,,,,,,,,,,,,,,,,
1143,聂璧初,男,汉族,1/1/1928,湖南省,常德市,桃源县,本科,9/1/1948,退休,,,,,,,,,,,,,,,,
1144,赵志浩,男,汉族,11/1/1931,山东省,烟台市,龙口市,专科,6/1/1947,退休,,,,,,,,,,,,,,,,
1145,王太华,男,汉族,10/1/1945,江西省,赣州市,兴国县,硕士,6/1/1973,退休,,,,,,,,,,,,,,,,
1146,李立功,男,汉族,2/1/1925,山西省,吕梁市,交城县,初中,3/1/1940,退休,,,,,,,,,,,,,,,,
1147,陈邦柱,男,汉族,9/1/1934,江西省,九江市,,专科,10/1/1975,退休,,,,,,,,,,,,,,,,
1148,铁木尔·达瓦买提,男,维吾尔族,6/1/1927,新疆维吾尔自治区,吐鲁番地区,托克逊县,专科,12/1/1952,退休,,,,,,,,,,,,,,,,
1149,王朝文,男,汉族,10/1/1930,贵州省,黔东南苗族侗族自治州,黄平县,初中,7/1/1951,退休,,,,,,,,,,,,,,,,
1150,布赫,男,蒙古族,3/1/1926,内蒙古自治区,呼和浩特市,土默特左旗,本科,7/1/1942,退休,,,,,,,,,,,,,,,,
1151,乌力吉,男,蒙古族,8/1/1933,内蒙古自治区,兴安盟,科尔沁右翼中旗,专科,4/1/1953,退休,,,,,,,,,,,,,,,,
1152,赵富林,男,汉族,7/1/1932,河北省,邯郸市,大名县,高中,7/1/1948,退休,,,,,,,,,,,,,,,,
1153,卢荣景,男,汉族,8/1/1933,安徽省,合肥市,庐江县,初中,12/1/1954,退休,,,,,,,,,,,,,,,,
1154,安启元,男,汉族,7/1/1933,陕西省,西安市,临潼县,专科,4/1/1953,退休,,,,,,,,,,,,,,,,
1155,葛洪升,男,汉族,10/1/1931,山东省,临沂市,莒南县,初中,12/1/1948,退休,,,,,,,,,,,,,,,,
1156,贾志杰,男,汉族,12/1/1935,吉林省,松原市,扶余县,本科,5/1/1960,退休,,,,,,,,,,,,,,,,
1157,陈光毅,男,汉族,8/1/1933,福建省,莆田市,,本科,3/1/1959,退休,,,,,,,,,,,,,,,,
1158,熊清泉,男,汉族,12/1/1927,湖南省,娄底市,双峰县,本科,4/1/1949,退休,,,,,,,,,,,,,,,,
1159,岳歧峰,男,汉族,12/1/1931,河北省,邯郸市,大名县,初中,6/1/1945,退休,,,,,,,,,,,,,,,,
1160,宋宝瑞,男,汉族,12/1/1937,北京市,顺义区,,硕士,12/1/1958,退休,,,,,,,,,,,,,,,,
1161,高德占,男,汉族,8/1/1932,山东省,烟台市,栖霞市,本科,4/1/1950,退休,,,,,,,,,,,,,,,,
1162,白立忱,男,回族,1/1/1941,辽宁省,朝阳市,凌源市,专科,4/1/1971,退休,,,,,,,,,,,,,,,,
1163,叶选平,男,汉族,11/1/1924,广东省,梅州市,梅县,本科,9/1/1945,退休,,,,,,,,,,,,,,,,
1164,阎海旺,男,汉族,9/1/1939,河南省,郑州市,,专科,3/1/1966,退休,,,,,,,,,,,,,,,,
1165,韦纯束,男,壮族,6/1/1922,广西壮族自治区,来宾市,象州县,初中,3/1/1941,退休,,,,,,,,,,,,,,,,
1166,白清才,男,汉族,11/1/1932,山西省,忻州市,五台县,高中,10/1/1955,退休,,,,,,,,,,,,,,,,
1167,全树仁,男,汉族,8/1/1930,辽宁省,沈阳市,新民市,高中,4/1/1949,退休,,,,,,,,,,,,,,,,
1168,李泽民,男,汉族,11/1/1934,四川省,广元市,苍溪县,本科,6/1/1954,退休,,,,,,,,,,,,,,,,
1169,万学远,男,汉族,1/1/1941,湖北省,黄冈市,,本科,6/1/1961,退休,,,,,,,,,,,,,,,,
1170,郭振乾,男,汉族,2/1/1932,河南省,洛阳市,洛宁县,本科,6/1/1949,退休,,,,,,,,,,,,,,,,
1171,王茂林,男,汉族,12/1/1934,江苏省,南通市,启动市,专科,6/1/1956,退休,,,,,,,,,,,,,,,,
1172,陈士能,男,汉族,7/1/1938,浙江省,嘉兴市,,本科,6/1/1962,退休,,,,,,,,,,,,,,,,
1173,和志强,男,纳西族,10/1/1934,云南省,丽江市,,专科,3/1/1956,退休,,,,,,,,,,,,,,,,
1174,张皓若,男,汉族,8/1/1932,河南省,郑州市,巩县,本科,6/1/1950,退休,,,,,,,,,,,,,,,,
1175,朱森林,男,汉族,10/1/1930,上海市,浦东新区,,本科,7/1/1952,退休,,,,,,,,,,,,,,,,
